"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"3727",62,16,0,6,55,15.3,1.96,0.67,6.45,1.86,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,1,1,1,8,15,1,1,0,1,0,0,0,1,0,0,9,4,0,0,1,2,3,4,1,31,1,21,11,2,40.43,0,70,0,23.3,3.15,1589.8,1,40.75,3.71,2782.2,7.93,1,50.7,3422.7,1,55,4.01,3840,8.25,1,50.8,3.93,3569.4,8.18,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,0,0,"1","0","January","1","0","2","4","0","23.1","0","5","2","2","2","4","medium_spend_cust"
"3729",77,19,0,37,32,2.5,0.28,-1.28,0.52,-0.65,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,10,22,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,3,3,1,1,30,0,24,9,3,137.72,1,61,0,12.05,2.49,765.35,0,0,2.44,0,6.56,1,32.2,1844.25,1,13.25,2.58,835,6.73,0,0,2.88,0,7.01,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","June","4","1","3","4","-1","-1","-1","2","1","1","1","3","medium_spend_cust"
"3731",78,18,0,5,9,18.3,0.44,-0.82,1.21,0.19,0,1,1,14,2,2,9,0,0,0,0,0,0,9,0,2,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,1,0,32,0,22,3,1,15.92,0,59,0,18.55,2.92,1098.4,0,0,2.35,0,6.48,1,34.05,1938.85,1,13.25,2.58,800,6.68,0,0,2.7,0,6.73,1,1,0,0,1,1,0,0,1,22,0,0,0,0,1,1,1,0,0,0,1,1,"1","0","December","2","1","4","5","1","5.5","1","2","1","1","2","3","low_spend_cust"
"3738",66,21,0,5,28,9.3,1.25,0.23,1.35,0.3,0,5,1,24,5,2,0,0,0,0,0,0,0,0,0,0,-1,1,3,24,0,0,1,0,1,0,0,0,0,1,9,3,1,0,0,1,4,2,0,19,0,12,17,4,114.23,0,48,1,14.7,2.69,655.15,0,0,2.6,0,6.42,1,41.1,1980.7,1,15,2.71,755,6.63,1,44.55,3.8,2039.75,7.62,1,1,1,0,1,0,1,1,1,23,1,1,1,1,1,1,1,0,1,0,1,0,"3","1","November","1","0","1","3","-1","-1","-1","2","2","1","2","4","medium_spend_cust"
"3741",28,8,0,6,26,4.1,0.24,-1.44,0.83,-0.19,0,4,1,9,1,5,0,0,0,0,0,0,0,0,1,3,1,0,1,35,1,0,0,0,0,0,0,1,0,0,9,3,0,0,0,2,1,2,0,8,1,5,8,3,40.31,1,10,1,5.95,1.78,46.1,1,16,2.77,164.25,5.1,0,0,0,1,29,3.37,250,5.52,0,0,2.82,0,4.84,0,0,0,1,1,1,1,0,1,22,1,1,1,0,0,0,1,0,0,0,0,0,"1","0","July","3","0","1","2","0","13.3","0","3","2","3","1","0","low_spend_cust"
"3743",18,13,0,0,15,5.1,0.15,-1.91,0.62,-0.48,0,1,0,-1,-1,1,13,0,0,0,0,0,0,13,1,0,-1,0,8,32,0,0,1,0,0,0,0,1,0,0,9,4,0,0,0,2,2,2,1,0,0,0,8,4,37.9,0,3,1,3.1,1.13,5.45,1,17.25,2.85,36.3,3.59,1,35.8,65.4,1,24,3.18,45,3.81,1,24.8,3.21,37.5,3.62,1,1,1,1,1,1,1,1,1,20,1,1,1,0,1,1,1,1,1,0,1,0,"4","1","June","2","0","3","1","-1","-1","-1","3","3","4","1","2","low_spend_cust"
"3747",24,19,0,0,21,1.3,0.08,-2.55,0.19,-1.64,0,2,0,-1,-1,3,0,0,0,0,0,0,0,0,0,1,1,1,5,34,0,0,1,0,1,0,0,0,0,0,9,2,1,0,1,1,3,3,1,7,0,6,11,4,95.14,0,21,1,2.9,1.06,74.8,1,23.5,3.16,521.7,6.26,1,45.05,833.15,1,19.5,2.97,350,5.86,1,39.15,3.67,795.65,6.68,1,1,1,1,1,1,1,1,1,13,1,0,0,1,1,1,1,1,0,0,0,0,"4","1","December","5","0","1","1","0","12.9","0","3","4","3","3","4","medium_spend_cust"
"3750",76,14,0,11,36,9,0.76,-0.28,2.48,0.91,0,2,1,13,2,2,5,1,0,0,0,0,4,0,1,4,1,1,1,22,1,0,1,1,1,0,0,0,0,0,9,6,0,0,0,4,1,4,0,38,0,29,12,5,64.33,1,72,0,36.15,3.59,2576.85,1,33.5,3.51,2461.85,7.81,0,0,0,1,8,2.08,535,6.28,0,0,2.88,0,7.14,1,0,0,1,1,1,0,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0,"1","0","October","1","0","1","5","1","21.6","1","2","4","3","2","0","medium_spend_cust"
"3754",50,14,0,12,48,11.5,1.39,0.33,4.13,1.42,0,4,1,10,1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,23,1,0,0,0,0,0,0,1,0,0,9,3,1,1,1,2,2,4,1,25,0,16,6,6,78.77,1,47,0,17.75,2.88,844.65,1,17.25,2.85,865.6,6.76,1,33.4,1504,1,9,2.2,445,6.1,0,0,2.82,0,6.86,1,0,0,0,1,0,0,0,1,19,1,1,1,0,0,1,0,0,0,0,0,0,"1","1","November","3","0","3","4","0","30.6","0","3","3","4","2","0","low_spend_cust"
"3756",51,12,0,6,52,1.7,0.43,-0.84,0.45,-0.79,0,3,1,13,2,4,1,0,1,0,0,0,0,0,1,0,-1,1,3,20,0,0,1,0,0,0,1,1,0,0,9,4,1,0,0,2,2,4,0,32,0,24,8,4,229.07,0,61,0,15.1,2.71,827.1,0,0,2.48,0,6.68,0,0,0,1,30.5,3.42,1880,7.54,0,0,2.7,0,7.01,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","February","1","0","1","5","-1","-1","-1","1","3","3","3","0","medium_spend_cust"
"3760",47,14,0,4,65,29.3,4.27,1.45,14.78,2.69,1,2,1,15,3,5,0,0,0,0,0,0,0,0,0,3,1,1,1,33,1,0,0,0,0,0,0,0,0,1,9,4,0,0,1,4,2,1,0,29,1,19,8,4,104.56,1,63,0,21.55,3.07,1343.65,0,0,2.48,0,6.64,1,34.2,2206.95,1,43.25,3.77,2745,7.92,0,0,2.92,0,7.02,0,0,0,0,1,0,0,0,1,21,1,1,1,0,1,0,1,0,1,0,0,0,"1","1","August","2","0","3","4","0","35.3","0","2","1","3","3","3","medium_spend_cust"
"3765",69,21,0,21,12,3.2,0.22,-1.51,0.16,-1.81,0,2,1,17,4,2,0,0,0,0,0,0,0,0,1,2,0,0,4,29,1,0,0,1,1,0,0,0,0,0,9,5,1,0,0,2,1,4,0,38,0,28,9,4,112.88,1,70,0,29.5,3.38,2018.65,1,22.5,3.11,1480.5,7.3,1,45.9,3125.85,1,23.25,3.15,1550,7.35,1,39.6,3.68,2699.85,7.9,1,1,0,0,0,0,0,1,1,15,1,1,1,1,1,1,1,1,1,0,0,0,"3","1","May","3","1","1","5","0","6.5","1","1","3","4","2","3","low_spend_cust"
"3767",31,16,0,4,31,23.3,1.34,0.3,5.88,1.77,1,2,1,16,3,6,9,0,4,0,0,0,0,5,1,0,-1,1,8,27,0,0,0,1,0,0,0,1,0,0,9,4,0,0,0,2,4,1,0,13,0,13,9,2,39.26,1,68,0,21.55,3.07,1545.65,0,0,2.48,0,6.79,1,30.5,2035.1,1,25.75,3.25,1740,7.46,0,0,3.18,0,7.4,1,0,0,0,0,0,0,0,1,31,1,1,1,0,1,0,0,0,1,0,0,0,"4","0","March","3","0","1","2","-1","-1","-1","4","4","1","1","1","medium_spend_cust"
"3770",26,15,0,0,32,4.1,0.79,-0.23,0.52,-0.66,0,2,1,13,2,4,11,0,0,0,0,4,0,7,0,3,1,0,1,22,1,0,0,1,1,0,0,1,0,0,2,3,1,0,0,1,2,3,0,8,0,7,9,6,469.25,1,37,0,6.9,1.93,263.75,1,19,2.94,689.05,6.54,0,0,0,1,5.75,1.75,205,5.32,0,0,2.82,0,6.39,0,0,1,1,0,1,1,0,1,27,1,1,1,1,1,0,1,0,0,0,1,0,"2","0","March","2","0","2","2","1","18.9","1","4","4","4","2","0","medium_spend_cust"
"3773",78,9,0,33,35,2.6,0.15,-1.92,0.76,-0.27,0,5,0,-1,-1,1,8,1,0,0,0,0,0,7,0,2,1,0,1,21,1,0,1,0,0,0,0,1,0,0,9,2,1,0,1,1,4,3,0,24,0,19,9,9,295.45,0,53,0,12.7,2.54,653.1,1,19.75,2.98,977.55,6.89,0,0,0,1,12,2.48,630,6.45,0,0,2.7,0,6.63,1,0,0,1,1,0,0,0,1,22,1,1,1,0,0,0,0,0,1,0,1,0,"1","1","February","5","1","2","5","0","18","0","3","4","4","2","0","medium_spend_cust"
"3775",62,14,0,12,62,9.3,1.09,0.09,4.68,1.54,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,1,0,1,33,1,0,0,0,0,0,0,1,0,0,9,3,0,0,0,2,1,4,0,31,0,21,15,5,115.33,1,60,0,22.55,3.12,1420.05,1,30.25,3.41,1825.8,7.51,0,0,0,1,9.25,2.22,485,6.18,0,0,2.82,0,6.89,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,1,0,1,1,0,0,"2","1","September","1","0","1","5","0","32.4","0","3","2","3","3","0","medium_spend_cust"
"3776",34,11,0,6,23,12,1.07,0.06,1.69,0.53,0,2,0,-1,-1,1,7,1,0,0,1,0,0,5,1,3,1,1,1,34,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,4,1,3,1,1,0,2,10,7,81.72,1,3,0,2.95,1.08,7.85,0,0,2.42,0,4.42,0,0,0,0,0,1.83,0,4.01,0,0,2.72,0,4.97,0,0,0,0,0,1,0,0,1,14,0,1,0,0,1,0,1,0,1,0,0,0,"4","1","March","3","0","2","2","1","13.4","0","2","3","2","1","0","low_spend_cust"
"3779",22,17,1,0,19,2,0.17,-1.78,0.21,-1.55,0,1,1,17,4,5,0,0,0,0,0,0,0,0,1,1,1,0,8,15,0,0,0,1,0,0,0,1,0,0,9,4,0,0,0,3,3,2,1,4,0,5,11,4,200.54,1,5,0,4.85,1.58,20.6,0,0,2.55,0,3.48,0,0,0,0,0,1.66,0,1.61,0,0,2.82,0,3.08,0,0,0,0,0,0,0,1,1,18,1,1,0,0,1,0,1,0,0,0,0,0,"2","0","November","2","0","3","2","0","9.7","0","2","1","3","1","2","medium_spend_cust"
"3792",50,12,0,4,27,5.9,0.1,-2.3,1.49,0.4,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,8,24,0,0,1,0,1,0,0,1,0,1,2,4,0,0,0,1,3,1,0,7,1,12,5,3,97.98,0,22,1,10.95,2.39,258.9,0,0,2.6,0,5.51,1,30.35,699.7,0,0,1.61,0,4.38,0,0,2.72,0,5.7,0,0,0,0,1,0,0,1,1,26,1,1,1,0,1,1,0,0,0,0,0,0,"2","0","November","2","0","1","4","0","12.1","1","4","2","2","1","4","medium_spend_cust"
"3795",47,15,0,3,39,0.9,0.22,-1.53,0.13,-2.01,0,3,1,12,2,5,0,0,0,0,0,0,0,0,1,0,-1,0,8,28,0,0,0,1,1,0,0,1,0,1,9,6,0,0,0,5,4,2,0,2,0,1,7,2,21.39,0,2,0,5.65,1.73,7.15,1,8.5,2.14,18.25,2.9,0,0,0,1,8.75,2.17,5,1.61,0,0,2.82,0,2.8,0,0,0,0,0,1,0,0,1,24,1,0,1,0,1,0,0,0,0,0,0,0,"4","1","June","2","0","1","4","-1","-1","-1","3","2","4","1","0","low_spend_cust"
"3801",24,19,0,0,20,1.6,0.09,-2.36,0.23,-1.49,1,1,1,16,3,4,1,0,1,0,0,0,0,0,0,2,1,1,1,18,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,1,4,4,0,6,0,6,12,5,175.03,1,53,0,9,2.2,431,0,0,2.89,0,6.86,0,0,0,1,36,3.58,1915,7.56,0,0,2.7,0,6.87,1,0,0,1,0,0,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,"1","1","June","1","0","4","1","1","11.1","0","4","2","4","1","0","medium_spend_cust"
"3802",48,16,0,4,94,8.7,4.62,1.53,3.56,1.27,1,4,0,-1,-1,2,9,1,0,0,0,0,0,8,1,2,1,0,1,26,1,0,1,0,0,0,1,1,0,0,9,4,0,0,0,4,2,2,0,2,0,1,12,6,112.7,1,5,0,3.8,1.34,19.4,0,0,2.67,0,2.79,1,24.6,84.85,0,0,2.93,0,2.88,0,0,2.82,0,3.12,0,0,0,0,0,0,0,1,1,14,1,1,1,0,1,1,0,0,0,0,0,1,"4","1","January","2","0","1","4","0","47.1","1","2","2","2","1","3","medium_spend_cust"
"3804",37,17,0,1,21,10,1.15,0.14,0.95,-0.05,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,8,21,0,0,0,1,0,0,0,1,0,0,9,4,0,1,1,1,4,4,0,19,0,17,13,7,631.28,0,37,1,9.3,2.23,366.1,1,25,3.22,886.4,6.79,1,44.15,1564.9,1,14,2.64,580,6.36,1,41.05,3.71,1458.55,7.29,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,0,0,0,1,"2","0","September","2","0","2","3","0","3.1","1","2","2","4","1","3","medium_spend_cust"
"3807",77,10,0,7,12,11.8,0.2,-1.6,1.21,0.19,0,2,1,10,1,2,9,0,2,0,0,0,7,0,1,2,0,1,3,20,0,0,1,0,0,0,0,1,0,0,9,3,1,1,1,2,2,2,0,8,1,6,8,4,39.25,1,11,0,2.7,0.99,24.05,1,24.25,3.19,290,5.67,0,0,0,1,39.25,3.67,405,6,0,0,2.68,0,4.95,0,0,0,1,1,1,1,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,"2","0","February","2","1","3","5","0","5.2","0","3","4","4","2","0","low_spend_cust"
"3812",38,20,0,6,34,6,0.8,-0.22,1.24,0.21,0,2,0,-1,-1,1,2,2,0,0,0,0,0,0,0,3,1,0,1,31,1,0,0,0,1,0,0,0,0,0,9,2,1,1,1,4,2,2,0,1,0,1,12,8,344.27,0,3,1,1.75,0.56,12.4,0,0,2.46,0,3.06,1,38.45,70.05,0,0,1.66,0,2.71,1,26.5,3.28,68.85,4.23,0,1,1,0,0,0,0,1,1,13,1,0,1,0,1,1,1,1,0,0,0,0,"4","1","January","3","0","2","3","0","14.4","1","1","2","2","3","4","medium_spend_cust"
"3819",26,10,0,3,27,5.8,0.51,-0.67,1.05,0.05,1,2,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,0,0,5,17,1,0,1,0,1,0,0,0,0,0,9,5,0,1,0,5,2,4,0,1,0,2,11,4,86.14,1,4,1,1.9,0.64,6.4,0,0,2.48,0,3.33,0,0,0,1,12.5,2.53,40,3.69,0,0,2.54,0,3.47,0,1,1,1,1,1,1,0,1,10,1,0,1,0,1,1,1,1,0,0,0,0,"3","0","September","1","0","2","1","0","11.8","1","3","1","4","3","2","medium_spend_cust"
"3828",23,13,0,0,26,20.9,1.8,0.59,3.64,1.29,1,1,1,10,1,2,1,1,0,0,0,0,0,0,0,2,1,1,1,27,1,1,0,1,0,0,0,0,0,1,9,6,0,1,1,2,4,3,0,1,0,2,10,5,121.83,0,2,1,1.05,0.05,3.45,1,10.25,2.33,15.95,2.77,0,0,0,0,0,1.56,0,1.61,0,0,2.72,0,2.83,0,0,0,1,0,1,1,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","May","2","0","1","1","1","9.7","0","5","4","2","1","0","medium_spend_cust"
"3832",35,8,0,4,35,6.7,0.76,-0.27,1.58,0.46,0,2,1,10,1,3,3,3,0,0,0,0,0,0,0,3,1,0,1,27,1,0,1,1,0,0,0,0,1,0,3,7,1,0,0,2,3,4,0,17,0,17,6,3,60.68,0,67,0,17.9,2.88,1228.5,0,0,2.51,0,6.79,0,0,0,1,23.75,3.17,1490,7.31,0,0,2.88,0,7.07,0,0,0,1,0,0,0,0,1,22,1,1,1,0,0,0,1,0,1,0,0,0,"3","1","May","2","0","2","3","0","24.3","1","3","4","3","3","0","low_spend_cust"
"3833",63,15,0,8,47,8.1,0.14,-1.96,3.67,1.3,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,1,3,1,1,1,31,1,0,0,0,0,0,1,0,0,0,9,4,0,0,1,4,4,2,0,31,0,19,13,10,400.73,1,60,0,13.2,2.58,795.75,0,0,2.37,0,6.47,1,27.6,1639.7,1,34.75,3.55,1990,7.6,0,0,2.88,0,6.98,1,0,0,0,0,0,0,0,1,27,1,1,1,0,0,1,1,0,0,0,1,0,"3","0","July","2","0","4","5","1","21","0","1","2","4","2","0","medium_spend_cust"
"3840",33,16,0,5,42,11.9,2.31,0.84,2.68,0.99,1,5,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,1,0,8,25,0,0,0,0,0,0,0,1,0,0,9,1,1,1,1,1,3,4,1,3,0,3,10,6,585.59,0,7,1,2.35,0.85,14.3,0,0,2.69,0,4.34,0,0,0,0,0,1.75,0,3.69,1,16.95,2.83,106.75,4.67,0,0,0,1,1,1,1,1,1,26,1,1,1,0,1,1,1,0,1,0,0,0,"3","0","December","3","0","1","2","0","23.3","1","2","2","3","1","3","high_spend_cust"
"3841",70,9,1,14,9,17.4,1.26,0.23,0.3,-1.19,1,3,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,0,1,1,26,1,0,0,1,0,0,0,1,0,1,9,4,0,1,0,1,2,4,1,18,0,12,14,6,169.2,1,41,0,11.95,2.48,520.95,0,0,2.46,0,5.94,0,0,0,1,13,2.56,545,6.3,0,0,2.64,0,6.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"1","1","August","2","1","2","4","0","4.1","0","4","2","2","2","0","medium_spend_cust"
"3846",72,11,0,14,42,10.9,3.01,1.1,1.57,0.45,0,2,0,-1,-1,1,4,4,0,0,0,0,0,0,1,1,1,0,4,18,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,5,4,1,0,29,0,23,9,9,261.38,1,65,0,18.95,2.94,1330.3,0,0,2.79,0,7.02,0,0,0,1,10.25,2.33,670,6.51,0,0,2.72,0,7.08,1,0,0,0,0,0,0,0,1,22,1,1,1,0,1,1,0,0,1,0,0,0,"1","0","March","2","0","1","5","1","23.9","1","3","4","1","2","0","medium_spend_cust"
"3848",72,12,0,26,191,9.7,7.74,2.05,10.78,2.38,0,2,0,-1,-1,1,2,0,2,0,0,0,0,0,1,3,1,1,1,24,1,0,0,1,0,0,0,0,0,0,9,2,1,1,0,2,1,2,0,38,0,27,9,8,332.31,1,70,0,26,3.26,1809.75,1,64.5,4.17,4584.95,8.43,0,0,0,1,15.75,2.76,1095,7,0,0,3.05,0,7.32,1,0,0,1,1,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,1,"3","1","August","1","0","1","5","1","79.2","0","3","2","2","3","0","medium_spend_cust"
"3850",52,17,0,5,116,7,1.59,0.46,6.53,1.88,0,5,0,-1,-1,1,9,0,0,0,0,0,0,9,1,2,1,0,4,21,0,0,0,1,1,1,0,0,0,1,2,4,0,1,1,1,2,4,0,32,0,22,10,8,323.62,0,64,0,6.8,1.92,416.85,1,27.75,3.32,1732.65,7.46,1,45.25,2918.45,1,11.75,2.46,750,6.62,0,0,3.1,0,7.18,0,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,0,1,0,1,0,"3","1","October","1","0","1","3","1","74.9","0","3","3","4","3","3","medium_spend_cust"
"3854",48,18,0,5,46,6.3,1.48,0.39,1.42,0.35,0,3,1,17,4,5,0,0,0,0,0,0,0,0,1,3,1,0,1,20,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,2,3,2,0,6,0,4,12,3,73.72,0,18,0,6.45,1.86,120.8,0,0,2.37,0,4.63,0,0,0,0,0,2.2,0,4.09,0,0,2.64,0,4.72,0,0,0,1,1,0,1,1,1,29,1,1,1,1,1,0,1,0,0,0,0,0,"1","1","April","2","0","3","4","0","22","0","3","1","2","3","1","medium_spend_cust"
"3857",70,20,0,5,66,15.6,4.25,1.45,6.04,1.8,0,5,1,16,3,3,2,0,0,0,0,0,0,2,1,2,1,1,5,25,0,0,0,0,1,0,0,0,0,0,9,4,0,0,1,3,2,4,1,26,0,17,11,4,176.05,1,54,0,10.95,2.39,660.9,0,0,2.72,0,6.96,0,0,0,0,0,1.7,0,5.87,0,0,2.64,0,6.88,1,0,0,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,0,0,0,0,"3","1","May","2","0","1","5","0","36","0","4","1","2","2","4","medium_spend_cust"
"3861",23,16,0,0,35,20.3,3.89,1.36,3.21,1.17,1,1,1,20,5,3,0,0,0,0,0,0,0,0,0,3,1,1,1,35,1,0,0,1,0,0,1,0,0,0,9,4,1,1,0,3,4,3,1,3,0,3,14,3,48.97,1,14,1,6.95,1.94,100.45,1,23.25,3.15,304.5,5.72,1,40.65,472.85,1,22.5,3.11,305,5.72,1,27.2,3.3,406.15,6.01,1,1,1,0,1,0,1,0,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"5","1","December","4","0","2","2","0","23.2","1","2","2","1","1","4","medium_spend_cust"
"3862",33,18,0,2,66,8.3,3.13,1.14,2.34,0.85,1,1,0,-1,-1,1,4,1,3,0,0,0,0,0,1,1,1,0,5,25,0,0,0,0,1,0,0,0,0,0,9,2,1,1,0,2,3,3,0,15,0,15,7,7,181.45,0,38,0,12.95,2.56,480.65,0,0,2.48,0,5.98,1,61.2,2358.2,1,20.5,3.02,745,6.61,1,59.65,4.09,2235.45,7.71,1,1,1,0,0,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,0,0,"2","0","April","1","0","3","2","1","28.9","1","4","4","3","3","4","low_spend_cust"
"3864",78,17,1,7,14,9.3,0.27,-1.32,1.04,0.03,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,26,1,0,1,1,0,1,0,0,0,0,9,4,1,0,0,3,4,4,1,4,0,4,14,3,30.93,1,12,1,3,1.1,47.1,0,0,2.3,0,5.3,1,21.15,241.55,0,0,1.75,0,4.65,0,0,2.82,0,5.89,0,0,0,0,0,0,0,1,1,22,0,1,1,0,1,1,1,0,0,0,0,0,"2","1","September","2","1","2","2","0","6.3","1","4","4","2","2","3","medium_spend_cust"
"3867",61,17,0,15,10,18.4,0.09,-2.37,1.75,0.56,0,4,1,17,4,2,2,2,0,0,0,0,0,0,1,2,1,0,1,38,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,4,4,4,0,29,0,19,10,1,18.26,0,61,0,20.35,3.01,1267.3,0,0,2.66,0,6.77,0,0,0,1,23.75,3.17,1350,7.21,0,0,2.83,0,7.01,1,0,0,0,0,0,0,1,1,26,1,1,1,0,1,0,1,0,1,0,0,0,"5","0","April","1","1","1","4","0","5.6","0","2","4","2","3","4","low_spend_cust"
"3870",70,13,0,8,9,15.1,0.46,-0.78,0.9,-0.1,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,2,0,0,1,26,1,0,0,0,0,0,0,0,0,0,9,6,0,0,1,2,3,4,0,25,1,15,13,7,98.94,0,47,0,18.9,2.94,931.25,1,23.5,3.16,1153.6,7.05,0,0,0,1,20.75,3.03,960,6.87,0,0,2.88,0,6.85,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"2","1","October","2","1","3","4","1","5.8","0","3","3","1","2","0","low_spend_cust"
"3874",76,11,0,7,9,3.1,0.13,-2.04,0.15,-1.91,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,1,4,26,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,2,3,2,0,26,0,13,3,3,43.99,1,39,0,9.35,2.24,329.35,0,0,2.33,0,6.1,0,0,0,0,0,1.79,0,5.48,0,0,2.68,0,6.44,0,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,"1","1","January","2","1","1","5","-1","-1","-1","3","1","3","1","1","low_spend_cust"
"3875",79,21,0,13,9,13.4,0.47,-0.76,0.74,-0.3,0,4,0,-1,-1,1,13,0,0,2,0,3,0,8,0,1,1,0,4,24,0,0,1,1,0,0,0,0,0,0,9,1,1,1,1,3,2,3,0,30,1,22,7,6,86.39,0,65,0,30.75,3.43,2063.95,0,0,2.48,0,6.55,0,0,0,1,14.5,2.67,900,6.8,0,0,2.89,0,7.11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1","1","January","2","1","1","5","1","5.3","1","4","1","4","2","3","low_spend_cust"
"3879",44,11,1,17,62,5.3,0.46,-0.78,2.83,1.04,0,1,0,-1,-1,1,7,0,0,0,0,0,0,7,0,2,1,1,1,23,1,0,0,0,0,0,0,1,0,0,9,3,0,0,0,2,3,2,0,23,1,22,12,12,382.68,1,58,0,30,3.4,1655.15,1,18.75,2.93,975.55,6.88,0,0,0,1,12,2.48,595,6.39,0,0,2.94,0,6.91,1,0,1,1,1,1,0,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0,"3","1","June","6","0","2","3","1","29.7","0","4","4","1","2","0","medium_spend_cust"
"3882",57,13,1,17,29,3.5,0.45,-0.81,0.57,-0.56,0,3,1,13,2,2,4,0,0,0,0,0,0,4,1,4,1,0,1,26,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,2,4,3,0,4,0,3,6,2,48.83,0,11,1,5.05,1.62,57.15,0,0,2.33,0,4.25,0,0,0,0,0,1.87,0,3.91,0,0,2.68,0,4.69,0,0,0,0,0,0,0,1,1,21,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","September","6","1","3","5","0","15.4","1","3","4","4","2","0","low_spend_cust"
"3884",66,13,0,25,18,16.6,0.24,-1.44,2.75,1.01,0,5,1,15,3,2,2,2,0,0,0,0,0,0,0,2,1,0,1,35,1,0,0,1,0,0,0,0,0,0,9,2,0,1,0,2,2,3,0,7,0,6,17,9,176.25,0,18,0,5.3,1.67,70.15,0,0,2.33,0,5.64,0,0,0,0,0,1.61,0,4.94,0,0,2.64,0,6.01,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,0,0,0,0,0,0,0,"5","0","January","6","1","2","4","0","8.5","1","4","1","4","2","0","medium_spend_cust"
"3887",33,17,0,7,40,5,0.52,-0.65,1.48,0.39,0,4,1,16,3,2,3,0,0,0,0,0,0,3,1,0,-1,1,4,30,0,0,0,1,1,0,0,1,0,0,9,2,1,1,0,3,3,4,0,15,0,15,12,6,193.43,0,51,0,12.75,2.55,685.1,1,28.75,3.36,1472.05,7.29,0,0,0,0,0,1.5,0,5.25,0,0,2.72,0,6.43,1,0,0,1,1,1,0,0,1,21,1,1,1,0,0,1,0,0,0,0,0,0,"4","0","April","6","0","1","3","-1","-1","-1","2","3","1","3","0","medium_spend_cust"
